pHvalue,TEMP,EC,Crop,,,,,,,
4.8,28,8,Small_Millets,,,,,,,
4.9,28,8,Small_Millets,,,,,,,
5,28,8,Small_Millets,,,,,,,
5.1,28,8,Small_Millets,,,,,,,
5.2,28,8,Small_Millets,,,,,,,
5.3,28,8,Small_Millets,,,,,,,
5.4,28,8,Small_Millets,,,,,,,
5.5,28,8,Small_Millets,,,,,,,
5.6,28,8,Small_Millets,,,,,,,
5.7,28,8,Small_Millets,,,,,,,
5.8,28,8,Small_Millets,,,,,,,
5.9,28,8,Small_Millets,,,,,,,
6,28,8,Small_Millets,,,,,,,
6.1,28,8,Small_Millets,,,,,,,
6.2,28,8,Small_Millets,,,,,,,
6.3,28,8,Small_Millets,,,,,,,
6.4,28,8,Small_Millets,,,,,,,
6.5,28,8,Small_Millets,,,,,,,
6.6,28,8,Small_Millets,,,,,,,
6.7,28,8,Small_Millets,,,,,,,
6.8,28,8,Small_Millets,,,,,,,
6.9,28,8,Small_Millets,,,,,,,
7,28,8,Small_Millets,,,,,,,
7.1,28,8,Small_Millets,,,,,,,
7.2,28,8,Small_Millets,,,,,,,
7.3,28,8,Small_Millets,,,,,,,
7.4,28,8,Small_Millets,,,,,,,
7.5,28,8,Small_Millets,,,,,,,
7.6,28,8,Small_Millets,,,,,,,
7.7,28,8,Small_Millets,,,,,,,
7.8,28,8,Small_Millets,,,,,,,
7.9,28,8,Small_Millets,,,,,,,
8,28,8,Small_Millets,,,,,,,
4.5,29,6,Small_Millets,,,,,,,
4.6,29,6,Small_Millets,,,,,,,
4.7,29,6,Small_Millets,,,,,,,
4.8,29,6,Small_Millets,,,,,,,
4.9,29,6,Small_Millets,,,,,,,
5,29,6,Small_Millets,,,,,,,
5.1,29,6,Small_Millets,,,,,,,
5.2,29,6,Small_Millets,,,,,,,
5.3,29,6,Small_Millets,,,,,,,
5.4,29,6,Small_Millets,,,,,,,
5.5,29,6,Small_Millets,,,,,,,
5.6,29,6,Small_Millets,,,,,,,
5.7,29,6,Small_Millets,,,,,,,
5.8,29,6,Small_Millets,,,,,,,
5.9,29,6,Small_Millets,,,,,,,
6,29,6,Small_Millets,,,,,,,
6.1,29,6,Small_Millets,,,,,,,
6.2,29,6,Small_Millets,,,,,,,
6.3,29,6,Small_Millets,,,,,,,
6.4,29,6,Small_Millets,,,,,,,
6.5,29,6,Small_Millets,,,,,,,
6.6,29,6,Small_Millets,,,,,,,
6.7,29,6,Small_Millets,,,,,,,
6.8,29,6,Small_Millets,,,,,,,
6.9,29,6,Small_Millets,,,,,,,
7,29,6,Small_Millets,,,,,,,
7.1,29,6,Small_Millets,,,,,,,
7.2,29,6,Small_Millets,,,,,,,
7.3,29,6,Small_Millets,,,,,,,
7.4,29,6,Small_Millets,,,,,,,
7.5,29,6,Small_Millets,,,,,,,
7.6,29,6,Small_Millets,,,,,,,
7.7,29,6,Small_Millets,,,,,,,
7.8,29,6,Small_Millets,,,,,,,
7.9,29,6,Small_Millets,,,,,,,
8,29,6,Small_Millets,,,,,,,
4.5,29,8,Small_Millets,,,,,,,
4.6,29,8,Small_Millets,,,,,,,
4.7,29,8,Small_Millets,,,,,,,
4.8,29,8,Small_Millets,,,,,,,
4.9,29,8,Small_Millets,,,,,,,
5,29,8,Small_Millets,,,,,,,
5.1,29,8,Small_Millets,,,,,,,
5.2,29,8,Small_Millets,,,,,,,
5.3,29,8,Small_Millets,,,,,,,
5.4,29,8,Small_Millets,,,,,,,
5.5,29,8,Small_Millets,,,,,,,
5.6,29,8,Small_Millets,,,,,,,
5.7,29,8,Small_Millets,,,,,,,
5.8,29,8,Small_Millets,,,,,,,
5.9,29,8,Small_Millets,,,,,,,
6,29,8,Small_Millets,,,,,,,
6.1,29,8,Small_Millets,,,,,,,
6.2,29,8,Small_Millets,,,,,,,
6.3,29,8,Small_Millets,,,,,,,
6.4,29,8,Small_Millets,,,,,,,
6.5,29,8,Small_Millets,,,,,,,
6.6,29,8,Small_Millets,,,,,,,
6.7,29,8,Small_Millets,,,,,,,
6.8,29,8,Small_Millets,,,,,,,
6.9,29,8,Small_Millets,,,,,,,
7,29,8,Small_Millets,,,,,,,
7.1,29,8,Small_Millets,,,,,,,
7.2,29,8,Small_Millets,,,,,,,
7.3,29,8,Small_Millets,,,,,,,
7.4,29,8,Small_Millets,,,,,,,
7.5,29,8,Small_Millets,,,,,,,
7.6,29,8,Small_Millets,,,,,,,
7.7,29,8,Small_Millets,,,,,,,
7.8,29,8,Small_Millets,,,,,,,
7.9,29,8,Small_Millets,,,,,,,
8,29,8,Small_Millets,,,,,,,
4.5,30,7,Small_Millets,,,,,,,
4.6,30,7,Small_Millets,,,,,,,
4.7,30,7,Small_Millets,,,,,,,
4.8,30,7,Small_Millets,,,,,,,
4.9,30,7,Small_Millets,,,,,,,
5,30,7,Small_Millets,,,,,,,
5.1,30,7,Small_Millets,,,,,,,
5.2,30,7,Small_Millets,,,,,,,
5.3,30,7,Small_Millets,,,,,,,
5.4,30,7,Small_Millets,,,,,,,
5.5,30,7,Small_Millets,,,,,,,
5.6,30,7,Small_Millets,,,,,,,
5.7,30,7,Small_Millets,,,,,,,
5.8,30,7,Small_Millets,,,,,,,
5.9,30,7,Small_Millets,,,,,,,
6,30,7,Small_Millets,,,,,,,
6.1,30,7,Small_Millets,,,,,,,
6.2,30,7,Small_Millets,,,,,,,
6.3,30,7,Small_Millets,,,,,,,
6.4,30,7,Small_Millets,,,,,,,
6.5,30,7,Small_Millets,,,,,,,
6.6,30,7,Small_Millets,,,,,,,
6.7,30,7,Small_Millets,,,,,,,
6.8,30,7,Small_Millets,,,,,,,
6.9,30,7,Small_Millets,,,,,,,
7,30,7,Small_Millets,,,,,,,
7.1,30,7,Small_Millets,,,,,,,
7.2,30,7,Small_Millets,,,,,,,
7.3,30,7,Small_Millets,,,,,,,
7.4,30,7,Small_Millets,,,,,,,
7.5,30,7,Small_Millets,,,,,,,
7.6,30,7,Small_Millets,,,,,,,
7.7,30,7,Small_Millets,,,,,,,
7.8,30,7,Small_Millets,,,,,,,
7.9,30,7,Small_Millets,,,,,,,
8,30,7,Small_Millets,,,,,,,
4.5,31,8,Small_Millets,,,,,,,
4.6,31,8,Small_Millets,,,,,,,
4.7,31,8,Small_Millets,,,,,,,
4.8,31,8,Small_Millets,,,,,,,
4.9,31,8,Small_Millets,,,,,,,
5,31,8,Small_Millets,,,,,,,
5.1,31,8,Small_Millets,,,,,,,
5.2,31,8,Small_Millets,,,,,,,
5.3,31,8,Small_Millets,,,,,,,
5.4,31,8,Small_Millets,,,,,,,
5.5,31,8,Small_Millets,,,,,,,
5.6,31,8,Small_Millets,,,,,,,
5.7,31,8,Small_Millets,,,,,,,
5.8,31,8,Small_Millets,,,,,,,
5.9,31,8,Small_Millets,,,,,,,
6,31,8,Small_Millets,,,,,,,
6.1,31,8,Small_Millets,,,,,,,
6.2,31,8,Small_Millets,,,,,,,
6.3,31,8,Small_Millets,,,,,,,
6.4,31,8,Small_Millets,,,,,,,
6.5,31,8,Small_Millets,,,,,,,
6.6,31,8,Small_Millets,,,,,,,
6.7,31,8,Small_Millets,,,,,,,
6.8,31,8,Small_Millets,,,,,,,
6.9,31,8,Small_Millets,,,,,,,
7,31,8,Small_Millets,,,,,,,
7.1,31,8,Small_Millets,,,,,,,
7.2,31,8,Small_Millets,,,,,,,
7.3,31,8,Small_Millets,,,,,,,
7.4,31,8,Small_Millets,,,,,,,
7.5,31,8,Small_Millets,,,,,,,
7.6,31,8,Small_Millets,,,,,,,
7.7,31,8,Small_Millets,,,,,,,
7.8,31,8,Small_Millets,,,,,,,
7.9,31,8,Small_Millets,,,,,,,
8,31,8,Small_Millets,,,,,,,
4.5,32,8,Small_Millets,,,,,,,
4.6,32,8,Small_Millets,,,,,,,
4.7,32,8,Small_Millets,,,,,,,
4.8,32,8,Small_Millets,,,,,,,
4.9,32,8,Small_Millets,,,,,,,
5,32,8,Small_Millets,,,,,,,
5.1,32,8,Small_Millets,,,,,,,
5.2,32,8,Small_Millets,,,,,,,
5.3,32,8,Small_Millets,,,,,,,
5.4,32,8,Small_Millets,,,,,,,
5.5,32,8,Small_Millets,,,,,,,
5.6,32,8,Small_Millets,,,,,,,
5.7,32,8,Small_Millets,,,,,,,
5.8,32,8,Small_Millets,,,,,,,
5.9,32,8,Small_Millets,,,,,,,
6,32,8,Small_Millets,,,,,,,
6.1,32,8,Small_Millets,,,,,,,
6.2,32,8,Small_Millets,,,,,,,
6.3,32,8,Small_Millets,,,,,,,
6.4,32,8,Small_Millets,,,,,,,
6.5,32,8,Small_Millets,,,,,,,
6.6,32,8,Small_Millets,,,,,,,
6.7,32,8,Small_Millets,,,,,,,
6.8,32,8,Small_Millets,,,,,,,
6.9,32,8,Small_Millets,,,,,,,
7,32,8,Small_Millets,,,,,,,
7.1,32,8,Small_Millets,,,,,,,
7.2,32,8,Small_Millets,,,,,,,
7.3,32,8,Small_Millets,,,,,,,
7.4,32,8,Small_Millets,,,,,,,
7.5,32,8,Small_Millets,,,,,,,
7.6,32,8,Small_Millets,,,,,,,
7.7,32,8,Small_Millets,,,,,,,
7.8,32,8,Small_Millets,,,,,,,
7.9,32,8,Small_Millets,,,,,,,
8,32,8,Small_Millets,,,,,,,
4.5,33,5,Small_Millets,,,,,,,
4.6,33,5,Small_Millets,,,,,,,
4.7,33,5,Small_Millets,,,,,,,
4.8,33,5,Small_Millets,,,,,,,
4.9,33,5,Small_Millets,,,,,,,
5,33,5,Small_Millets,,,,,,,
5.1,33,5,Small_Millets,,,,,,,
5.2,33,5,Small_Millets,,,,,,,
5.3,33,5,Small_Millets,,,,,,,
5.4,33,5,Small_Millets,,,,,,,
5.5,33,5,Small_Millets,,,,,,,
5.6,33,5,Small_Millets,,,,,,,
5.7,33,5,Small_Millets,,,,,,,
5.8,33,5,Small_Millets,,,,,,,
5.9,33,5,Small_Millets,,,,,,,
6,33,5,Small_Millets,,,,,,,
6.1,33,5,Small_Millets,,,,,,,
6.2,33,5,Small_Millets,,,,,,,
6.3,33,5,Small_Millets,,,,,,,
6.4,33,5,Small_Millets,,,,,,,
6.5,33,5,Small_Millets,,,,,,,
6.6,33,5,Small_Millets,,,,,,,
6.7,33,5,Small_Millets,,,,,,,
6.8,33,5,Small_Millets,,,,,,,
6.9,33,5,Small_Millets,,,,,,,
7,33,5,Small_Millets,,,,,,,
7.1,33,5,Small_Millets,,,,,,,
7.2,33,5,Small_Millets,,,,,,,
7.3,33,5,Small_Millets,,,,,,,
7.4,33,5,Small_Millets,,,,,,,
7.5,33,5,Small_Millets,,,,,,,
7.6,33,5,Small_Millets,,,,,,,
7.7,33,5,Small_Millets,,,,,,,
7.8,33,5,Small_Millets,,,,,,,
7.9,33,5,Small_Millets,,,,,,,
8,33,5,Small_Millets,,,,,,,
4.5,34,8,Small_Millets,,,,,,,
4.6,34,8,Small_Millets,,,,,,,
4.7,34,8,Small_Millets,,,,,,,
4.8,34,8,Small_Millets,,,,,,,
4.9,34,8,Small_Millets,,,,,,,
5,34,8,Small_Millets,,,,,,,
5.1,34,8,Small_Millets,,,,,,,
5.2,34,8,Small_Millets,,,,,,,
5.3,34,8,Small_Millets,,,,,,,
5.4,34,8,Small_Millets,,,,,,,
5.5,34,8,Small_Millets,,,,,,,
5.6,34,8,Small_Millets,,,,,,,
5.7,34,8,Small_Millets,,,,,,,
5.8,34,8,Small_Millets,,,,,,,
5.9,34,8,Small_Millets,,,,,,,
6,34,8,Small_Millets,,,,,,,
6.1,34,8,Small_Millets,,,,,,,
6.2,34,8,Small_Millets,,,,,,,
6.3,34,8,Small_Millets,,,,,,,
6.4,34,8,Small_Millets,,,,,,,
6.5,34,8,Small_Millets,,,,,,,
6.6,34,8,Small_Millets,,,,,,,
6.7,34,8,Small_Millets,,,,,,,
6.8,34,8,Small_Millets,,,,,,,
6.9,34,8,Small_Millets,,,,,,,
7,34,8,Small_Millets,,,,,,,
7.1,34,8,Small_Millets,,,,,,,
7.2,34,8,Small_Millets,,,,,,,
7.3,34,8,Small_Millets,,,,,,,
7.4,34,8,Small_Millets,,,,,,,
7.5,34,8,Small_Millets,,,,,,,
7.6,34,8,Small_Millets,,,,,,,
7.7,34,8,Small_Millets,,,,,,,
7.8,34,8,Small_Millets,,,,,,,
7.9,34,8,Small_Millets,,,,,,,
8,34,8,Small_Millets,,,,,,,
4.5,35,8,Small_Millets,,,,,,,
4.6,35,8,Small_Millets,,,,,,,
4.7,35,8,Small_Millets,,,,,,,
4.8,35,8,Small_Millets,,,,,,,
4.9,35,8,Small_Millets,,,,,,,
5,35,8,Small_Millets,,,,,,,
5.1,35,8,Small_Millets,,,,,,,
5.2,35,8,Small_Millets,,,,,,,
5.3,35,8,Small_Millets,,,,,,,
5.4,35,8,Small_Millets,,,,,,,
5.5,35,8,Small_Millets,,,,,,,
5.6,35,8,Small_Millets,,,,,,,
5.7,35,8,Small_Millets,,,,,,,
5.8,35,8,Small_Millets,,,,,,,
5.9,35,8,Small_Millets,,,,,,,
6,35,8,Small_Millets,,,,,,,
6.1,35,8,Small_Millets,,,,,,,
6.2,35,8,Small_Millets,,,,,,,
6.3,35,8,Small_Millets,,,,,,,
6.4,35,8,Small_Millets,,,,,,,
6.5,35,8,Small_Millets,,,,,,,
6.6,35,8,Small_Millets,,,,,,,
6.7,35,8,Small_Millets,,,,,,,
6.8,35,8,Small_Millets,,,,,,,
6.9,35,8,Small_Millets,,,,,,,
7,35,8,Small_Millets,,,,,,,
7.1,35,8,Small_Millets,,,,,,,
7.2,35,8,Small_Millets,,,,,,,
7.3,35,8,Small_Millets,,,,,,,
7.4,35,8,Small_Millets,,,,,,,
7.5,35,8,Small_Millets,,,,,,,
7.6,35,8,Small_Millets,,,,,,,
7.7,35,8,Small_Millets,,,,,,,
7.8,35,8,Small_Millets,,,,,,,
7.9,35,8,Small_Millets,,,,,,,
8,35,8,Small_Millets,,,,,,,
5.5,30,4,Barley,,,,,,,
5.6,30,4,Barley,,,,,,,
5.7,30,4,Barley,,,,,,,
5.8,30,4,Barley,,,,,,,
5.9,30,4,Barley,,,,,,,
6,30,4,Barley,,,,,,,
6.1,30,4,Barley,,,,,,,
6.2,30,4,Barley,,,,,,,
6.3,30,4,Barley,,,,,,,
6.4,30,4,Barley,,,,,,,
6.5,30,4,Barley,,,,,,,
6.6,30,4,Barley,,,,,,,
6.7,30,4,Barley,,,,,,,
6.8,30,4,Barley,,,,,,,
6.9,30,4,Barley,,,,,,,
7,30,4,Barley,,,,,,,
5.5,31,6,Barley,,,,,,,
5.6,31,6,Barley,,,,,,,
5.7,31,6,Barley,,,,,,,
5.8,31,6,Barley,,,,,,,
5.9,31,6,Barley,,,,,,,
6,31,6,Barley,,,,,,,
6.1,31,6,Barley,,,,,,,
6.2,31,6,Barley,,,,,,,
6.3,31,6,Barley,,,,,,,
6.4,31,6,Barley,,,,,,,
6.5,31,6,Barley,,,,,,,
6.6,31,6,Barley,,,,,,,
6.7,31,6,Barley,,,,,,,
6.8,31,6,Barley,,,,,,,
6.9,31,6,Barley,,,,,,,
7,31,6,Barley,,,,,,,
5.5,32,4,Barley,,,,,,,
5.6,32,4,Barley,,,,,,,
5.7,32,4,Barley,,,,,,,
5.8,32,4,Barley,,,,,,,
5.9,32,4,Barley,,,,,,,
6,32,4,Barley,,,,,,,
6.1,32,4,Barley,,,,,,,
6.2,32,4,Barley,,,,,,,
6.3,32,4,Barley,,,,,,,
6.4,32,4,Barley,,,,,,,
6.5,32,4,Barley,,,,,,,
6.6,32,4,Barley,,,,,,,
6.7,32,4,Barley,,,,,,,
6.8,32,4,Barley,,,,,,,
6.9,32,4,Barley,,,,,,,
7,32,4,Barley,,,,,,,
5.5,33,9,Barley,,,,,,,
5.6,33,9,Barley,,,,,,,
5.7,33,9,Barley,,,,,,,
5.8,33,9,Barley,,,,,,,
5.9,33,9,Barley,,,,,,,
6,33,9,Barley,,,,,,,
6.1,33,9,Barley,,,,,,,
6.2,33,9,Barley,,,,,,,
6.3,33,9,Barley,,,,,,,
6.4,33,9,Barley,,,,,,,
6.5,33,9,Barley,,,,,,,
6.6,33,9,Barley,,,,,,,
6.7,33,9,Barley,,,,,,,
6.8,33,9,Barley,,,,,,,
6.9,33,9,Barley,,,,,,,
7,33,9,Barley,,,,,,,
5.5,34,9,Barley,,,,,,,
5.6,34,9,Barley,,,,,,,
5.7,34,9,Barley,,,,,,,
5.8,34,9,Barley,,,,,,,
5.9,34,9,Barley,,,,,,,
6,34,9,Barley,,,,,,,
6.1,34,9,Barley,,,,,,,
6.2,34,9,Barley,,,,,,,
6.3,34,9,Barley,,,,,,,
6.4,34,9,Barley,,,,,,,
6.5,34,9,Barley,,,,,,,
6.6,34,9,Barley,,,,,,,
6.7,34,9,Barley,,,,,,,
6.8,34,9,Barley,,,,,,,
6.9,34,9,Barley,,,,,,,
7,34,9,Barley,,,,,,,
5.5,35,4,Barley,,,,,,,
5.6,35,4,Barley,,,,,,,
5.7,35,4,Barley,,,,,,,
5.8,35,4,Barley,,,,,,,
5.9,35,4,Barley,,,,,,,
6,35,4,Barley,,,,,,,
6.1,35,4,Barley,,,,,,,
6.2,35,4,Barley,,,,,,,
6.3,35,4,Barley,,,,,,,
6.4,35,4,Barley,,,,,,,
6.5,35,4,Barley,,,,,,,
6.6,35,4,Barley,,,,,,,
6.7,35,4,Barley,,,,,,,
6.8,35,4,Barley,,,,,,,
6.9,35,4,Barley,,,,,,,
7,35,4,Barley,,,,,,,
5.5,36,4,Barley,,,,,,,
5.6,36,4,Barley,,,,,,,
5.7,36,4,Barley,,,,,,,
5.8,36,4,Barley,,,,,,,
5.9,36,4,Barley,,,,,,,
6,36,4,Barley,,,,,,,
6.1,36,4,Barley,,,,,,,
6.2,36,4,Barley,,,,,,,
6.3,36,4,Barley,,,,,,,
6.4,36,4,Barley,,,,,,,
6.5,36,4,Barley,,,,,,,
6.6,36,4,Barley,,,,,,,
6.7,36,4,Barley,,,,,,,
6.8,36,4,Barley,,,,,,,
6.9,36,4,Barley,,,,,,,
7,36,4,Barley,,,,,,,
6,20,7,Coarse_Cereals,,,,,,,
6.1,20,7,Coarse_Cereals,,,,,,,
6.2,20,7,Coarse_Cereals,,,,,,,
6.3,20,7,Coarse_Cereals,,,,,,,
6.4,20,7,Coarse_Cereals,,,,,,,
6.5,20,7,Coarse_Cereals,,,,,,,
6.6,20,7,Coarse_Cereals,,,,,,,
6.7,20,7,Coarse_Cereals,,,,,,,
6.8,20,7,Coarse_Cereals,,,,,,,
6.9,20,7,Coarse_Cereals,,,,,,,
7,20,7,Coarse_Cereals,,,,,,,
6,21,7,Coarse_Cereals,,,,,,,
6.1,21,7,Coarse_Cereals,,,,,,,
6.2,21,7,Coarse_Cereals,,,,,,,
6.3,21,7,Coarse_Cereals,,,,,,,
6.4,21,7,Coarse_Cereals,,,,,,,
6.5,21,7,Coarse_Cereals,,,,,,,
6.6,21,7,Coarse_Cereals,,,,,,,
6.7,21,7,Coarse_Cereals,,,,,,,
6.8,21,7,Coarse_Cereals,,,,,,,
6.9,21,7,Coarse_Cereals,,,,,,,
7,21,7,Coarse_Cereals,,,,,,,
6,22,7,Coarse_Cereals,,,,,,,
6.1,22,7,Coarse_Cereals,,,,,,,
6.2,22,7,Coarse_Cereals,,,,,,,
6.3,22,7,Coarse_Cereals,,,,,,,
6.4,22,7,Coarse_Cereals,,,,,,,
6.5,22,7,Coarse_Cereals,,,,,,,
6.6,22,7,Coarse_Cereals,,,,,,,
6.7,22,7,Coarse_Cereals,,,,,,,
6.8,22,7,Coarse_Cereals,,,,,,,
6.9,22,7,Coarse_Cereals,,,,,,,
7,22,7,Coarse_Cereals,,,,,,,
6,23,5,Coarse_Cereals,,,,,,,
6.1,23,5,Coarse_Cereals,,,,,,,
6.2,23,5,Coarse_Cereals,,,,,,,
6.3,23,5,Coarse_Cereals,,,,,,,
6.4,23,5,Coarse_Cereals,,,,,,,
6.5,23,5,Coarse_Cereals,,,,,,,
6.6,23,5,Coarse_Cereals,,,,,,,
6.7,23,5,Coarse_Cereals,,,,,,,
6.8,23,5,Coarse_Cereals,,,,,,,
6.9,23,5,Coarse_Cereals,,,,,,,
7,23,7,Coarse_Cereals,,,,,,,
6,24,7,Coarse_Cereals,,,,,,,
6.1,24,7,Coarse_Cereals,,,,,,,
6.2,24,7,Coarse_Cereals,,,,,,,
6.3,24,7,Coarse_Cereals,,,,,,,
6.4,24,7,Coarse_Cereals,,,,,,,
6.5,24,7,Coarse_Cereals,,,,,,,
6.6,24,7,Coarse_Cereals,,,,,,,
6.7,24,7,Coarse_Cereals,,,,,,,
6.8,24,7,Coarse_Cereals,,,,,,,
6.9,24,7,Coarse_Cereals,,,,,,,
7,24,7,Coarse_Cereals,,,,,,,
6,25,7,Coarse_Cereals,,,,,,,
6.1,25,7,Coarse_Cereals,,,,,,,
6.2,25,7,Coarse_Cereals,,,,,,,
6.3,25,7,Coarse_Cereals,,,,,,,
6.4,25,7,Coarse_Cereals,,,,,,,
6.5,25,7,Coarse_Cereals,,,,,,,
6.6,25,7,Coarse_Cereals,,,,,,,
6.7,25,7,Coarse_Cereals,,,,,,,
6.8,25,7,Coarse_Cereals,,,,,,,
6.9,25,7,Coarse_Cereals,,,,,,,
7,25,7,Coarse_Cereals,,,,,,,
6,26,2,Coarse_Cereals,,,,,,,
6.1,26,2,Coarse_Cereals,,,,,,,
6.2,26,2,Coarse_Cereals,,,,,,,
6.3,26,2,Coarse_Cereals,,,,,,,
6.4,26,2,Coarse_Cereals,,,,,,,
6.5,26,2,Coarse_Cereals,,,,,,,
6.6,26,2,Coarse_Cereals,,,,,,,
6.7,26,2,Coarse_Cereals,,,,,,,
6.8,26,2,Coarse_Cereals,,,,,,,
6.9,26,2,Coarse_Cereals,,,,,,,
7,26,7,Coarse_Cereals,,,,,,,
6,27,7,Coarse_Cereals,,,,,,,
6.1,27,7,Coarse_Cereals,,,,,,,
6.2,27,7,Coarse_Cereals,,,,,,,
6.3,27,7,Coarse_Cereals,,,,,,,
6.4,27,7,Coarse_Cereals,,,,,,,
6.5,27,7,Coarse_Cereals,,,,,,,
6.6,27,7,Coarse_Cereals,,,,,,,
6.7,27,7,Coarse_Cereals,,,,,,,
6.8,27,7,Coarse_Cereals,,,,,,,
6.9,27,7,Coarse_Cereals,,,,,,,
7,27,7,Coarse_Cereals,,,,,,,
6,28,3,Coarse_Cereals,,,,,,,
6.1,28,3,Coarse_Cereals,,,,,,,
6.2,28,3,Coarse_Cereals,,,,,,,
6.3,28,3,Coarse_Cereals,,,,,,,
6.4,28,3,Coarse_Cereals,,,,,,,
6.5,28,3,Coarse_Cereals,,,,,,,
6.6,28,3,Coarse_Cereals,,,,,,,
6.7,28,3,Coarse_Cereals,,,,,,,
6.8,28,3,Coarse_Cereals,,,,,,,
6.9,28,3,Coarse_Cereals,,,,,,,
7,28,3,Coarse_Cereals,,,,,,,
6,29,7,Coarse_Cereals,,,,,,,
6.1,29,7,Coarse_Cereals,,,,,,,
6.2,29,7,Coarse_Cereals,,,,,,,
6.3,29,7,Coarse_Cereals,,,,,,,
6.4,29,7,Coarse_Cereals,,,,,,,
6.5,29,7,Coarse_Cereals,,,,,,,
6.6,29,7,Coarse_Cereals,,,,,,,
6.7,29,7,Coarse_Cereals,,,,,,,
6.8,29,7,Coarse_Cereals,,,,,,,
6.9,29,7,Coarse_Cereals,,,,,,,
7,29,7,Coarse_Cereals,,,,,,,
6,30,7,Coarse_Cereals,,,,,,,
6.1,30,7,Coarse_Cereals,,,,,,,
6.2,30,7,Coarse_Cereals,,,,,,,
6.3,30,7,Coarse_Cereals,,,,,,,
6.4,30,7,Coarse_Cereals,,,,,,,
6.5,30,7,Coarse_Cereals,,,,,,,
6.6,30,7,Coarse_Cereals,,,,,,,
6.7,30,7,Coarse_Cereals,,,,,,,
6.8,30,7,Coarse_Cereals,,,,,,,
6.9,30,7,Coarse_Cereals,,,,,,,
7,30,7,Coarse_Cereals,,,,,,,
6,31,7,Coarse_Cereals,,,,,,,
6.1,31,7,Coarse_Cereals,,,,,,,
6.2,31,7,Coarse_Cereals,,,,,,,
6.3,31,7,Coarse_Cereals,,,,,,,
6.4,31,7,Coarse_Cereals,,,,,,,
6.5,31,7,Coarse_Cereals,,,,,,,
6.6,31,7,Coarse_Cereals,,,,,,,
6.7,31,7,Coarse_Cereals,,,,,,,
6.8,31,7,Coarse_Cereals,,,,,,,
6.9,31,7,Coarse_Cereals,,,,,,,
7,31,7,Coarse_Cereals,,,,,,,
6.5,15,8,Cereals,,,,,,,
6.6,15,8,Cereals,,,,,,,
6.7,15,8,Cereals,,,,,,,
6.8,15,8,Cereals,,,,,,,
6.9,15,8,Cereals,,,,,,,
7,15,8,Cereals,,,,,,,
6.5,16,8,Cereals,,,,,,,
6.6,16,8,Cereals,,,,,,,
6.7,16,8,Cereals,,,,,,,
6.8,16,8,Cereals,,,,,,,
6.9,16,8,Cereals,,,,,,,
7,16,8,Cereals,,,,,,,
6.5,17,8,Cereals,,,,,,,
6.6,17,8,Cereals,,,,,,,
6.7,17,8,Cereals,,,,,,,
6.8,17,8,Cereals,,,,,,,
6.9,17,8,Cereals,,,,,,,
7,17,8,Cereals,,,,,,,
6.5,18,8,Cereals,,,,,,,
6.6,18,8,Cereals,,,,,,,
6.7,18,8,Cereals,,,,,,,
6.8,18,8,Cereals,,,,,,,
6.9,18,8,Cereals,,,,,,,
7,18,8,Cereals,,,,,,,
6.5,19,8,Cereals,,,,,,,
6.6,19,8,Cereals,,,,,,,
6.7,19,8,Cereals,,,,,,,
6.8,19,8,Cereals,,,,,,,
6.9,19,8,Cereals,,,,,,,
7,19,8,Cereals,,,,,,,
6.5,20,8,Cereals,,,,,,,
6.6,20,8,Cereals,,,,,,,
6.7,20,8,Cereals,,,,,,,
6.8,20,8,Cereals,,,,,,,
6.9,20,8,Cereals,,,,,,,
7,20,8,Cereals,,,,,,,
6.5,21,6,Cereals,,,,,,,
6.6,21,6,Cereals,,,,,,,
6.7,21,6,Cereals,,,,,,,
6.8,21,6,Cereals,,,,,,,
6.9,21,6,Cereals,,,,,,,
7,21,8,Cereals,,,,,,,
6.5,22,8,Cereals,,,,,,,
6.6,22,8,Cereals,,,,,,,
6.7,22,8,Cereals,,,,,,,
6.8,22,8,Cereals,,,,,,,
6.9,22,8,Cereals,,,,,,,
7,22,8,Cereals,,,,,,,
6.5,23,9,Cereals,,,,,,,
6.6,23,9,Cereals,,,,,,,
6.7,23,9,Cereals,,,,,,,
6.8,23,9,Cereals,,,,,,,
6.9,23,9,Cereals,,,,,,,
7,23,9,Cereals,,,,,,,
6.5,24,8,Cereals,,,,,,,
6.6,24,8,Cereals,,,,,,,
6.7,24,8,Cereals,,,,,,,
6.8,24,8,Cereals,,,,,,,
6.9,24,8,Cereals,,,,,,,
7,24,8,Cereals,,,,,,,
6.5,25,8,Cereals,,,,,,,
6.6,25,8,Cereals,,,,,,,
6.7,25,8,Cereals,,,,,,,
6.8,25,8,Cereals,,,,,,,
6.9,25,8,Cereals,,,,,,,
7,25,8,Cereals,,,,,,,
6.6,15,4,Gram,,,,,,,
6.7,2,4,Gram,,,,,,,
6.8,2,4,Gram,,,,,,,
6.9,2,4,Gram,,,,,,,
7,2,4,Gram,,,,,,,
7.1,2,4,Gram,,,,,,,
7.2,2,4,Gram,,,,,,,
7.3,2,4,Gram,,,,,,,
6.6,15,4,Gram,,,,,,,
6.7,15,4,Gram,,,,,,,
6.8,15,4,Gram,,,,,,,
6.9,15,4,Gram,,,,,,,
7,15,4,Gram,,,,,,,
7.1,15,4,Gram,,,,,,,
7.2,15,4,Gram,,,,,,,
7.3,15,4,Gram,,,,,,,
6.6,16,8,Gram,,,,,,,
